session_id,date,start_time,duration_minutes,overall_score,grade,keyboard_wpm,mouse_events,app_productivity,screenshots_taken,productive_seconds,distracting_seconds
enhanced_1769599751,2026-01-28,2026-01-28T16:29:11.878516,2.02,48.17,F,1.28,28,78.52,5,634.22,0
