timestamp,filename,filepath,width,height,size_kb,app_active
2026-02-05T16:06:37.897836,screenshot_20260205_160637.jpg,test_screenshots\screenshot_20260205_160637.jpg,1600,900,205.91,Code.exe
2026-02-05T16:06:43.001954,screenshot_20260205_160643.jpg,test_screenshots\screenshot_20260205_160643.jpg,1600,900,216.03,Code.exe
