session_id,date,start_time,duration_minutes,overall_score,grade,keyboard_wpm,mouse_events,app_productivity,productive_seconds,distracting_seconds
session_1769598489,2026-01-28,2026-01-28T16:08:09.873400,0.41,73.95,B,34.31,46,93.51,33.79,0
